Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
seorang pembela mengotot rocky gerung tidak salah tidak menyebutkan kitab suci agama apa dibilang fiksi buat apa tersinggung alquran kitab suci bukan kitab suci dong membela alquran mati kamu man,0,0,0,0,0,0,0,0,0,0,0,0
tai ngechord belakangnya capo wkwk,0,1,0,0,0,0,0,0,0,0,0,0
cacat kalau on di sini karakter,0,1,0,0,0,0,0,0,0,0,0,0
kucing i kalau terbuka pintu sikit terus panjat pagar belajar monyet apa,0,0,0,0,0,0,0,0,0,0,0,0
bukan soal budaya kira tapi etika berpolitik,0,0,0,0,0,0,0,0,0,0,0,0
pagi civa februari oi mahasiswa i semester februari oi bisa mendaftar mengikuti pelatihan perencanaan karir fakultas ekonomi bisnis universitas indonesia registrasikan dirimu dulu mendapat detail informasinya cdc februari oi register,0,0,0,0,0,0,0,0,0,0,0,0
akibat pilek bindeng kuping berasa budek,0,0,0,0,0,0,0,0,0,0,0,0
contoh kelakuan iblis kafir tersandung kasus berpeci olah seorang muslim pelakunya padahal kafir kristen cara merusak islam muncul stigma negatif islam bantu media semakin kurang ajar,1,1,0,1,1,0,0,0,0,0,1,0
komisi pemberantasan korupsi tak boleh lemah mending dewan perwakilan rakyat bubar,1,0,0,1,0,0,0,0,1,0,1,0
allah subhanahu wa taala dungu biadab tak berkaca pak lukman tak bisa kasih makan muhammad janjikan rampasan mengakui tuhan,1,1,0,1,1,0,0,0,0,0,1,0
jawa timur anti hoaks mendukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
kali daerah mana transmigran p jawa p kalimantan selatan banjarmasin cerita lulusan pondok pesantren saking miskin sekolah negeri ternyata sekolah kristen beri bungkus mie goreng apa,0,0,0,0,0,0,0,0,0,0,0,0
kakak osuwiryo be like mau dipimpin presiden tunduk kepentingan asing asing ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
tugas umat islam indonesia berat tegakkan hukum lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
alay kamu tong kampungan,1,1,1,0,0,0,0,0,1,1,0,0
tidak jarak pak alim ulama terjadi kelompok politik berusaha menciptakan kesan citra presiden berjarak ulama fakta insya allah menang melawan fiksi,0,0,0,0,0,0,0,0,0,0,0,0
lupakan biarkan karam kapal munafiknya bangun jabar kapal bersih delete pak ai pendukung penista agama hati,1,0,0,1,1,0,0,0,0,0,1,0
memang keparat orang orang sepe i,1,1,0,1,0,0,0,0,1,0,1,0
ayo pancing keluar antek komunis negara kesatuan republik indonesia menyelenggarakan menonton bareng film pengkhianatan tidak partai komunis indonesia,1,0,0,1,0,1,0,0,0,0,1,0
diejek monyet,0,1,0,0,0,0,0,0,0,0,0,0
betul prof kalau katolik indonesia induknya konferensi waligereja indonesia kalau kristen indonesia induknya pagi anggotanya kristen jawa protestan huria kristen batak protestan maranata dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0
bertanya uwm surabaya lembaga pendidikan katolik coba kik menyenangkan ramah banget malah calon customer sungkan,0,0,0,0,0,0,0,0,0,0,0,0
paul pogba selebrasi gol terdengar tiruan suara monyet,0,0,0,0,0,0,0,0,0,0,0,0
semoga dis najib lindungi allah kejahatan kaum kafir munafik memusuhinya amin robi,1,1,0,1,1,0,0,0,0,0,1,0
kamu duduk bareng sama keluarganya vibe orang kaya banget najis,1,1,1,0,0,0,0,0,1,1,0,0
sompret nikah mulu bagaimana cara merayu,0,1,0,0,0,0,0,0,0,0,0,0
partai komunis indonesia cara soeha o menyingkirkan soekarno sekarang mau ditiru prabowo mungkin menantu,1,0,1,0,0,1,0,0,0,1,0,0
cashier indon kan haha mesti gelak padan mula kamu makan babi berengsek,1,1,1,0,0,1,0,0,0,1,0,0
jadi apa fiksi berkat penjelasan pak rocky kurang sreg kitab suci katakan fiksi khususnya kitab suci al qur an jadi ingin pandangan ulama apa katakan pak rocky,0,0,0,0,0,0,0,0,0,0,0,0
aduh sempat tagar ganti kalender twit international association of athletics federations onta,1,1,1,0,0,0,0,0,1,1,0,0
ketua dewan perwakilan rakyat budaya tak identik pe unjukan seni medcom id,0,0,0,0,0,0,0,0,0,0,0,0
badan penyelenggara jaminan sosial mengaku rugi perusahaan listrik negara pe amina sama rugi negara rugi anehnya presiden mengakui hebat kalah sama tukang pisang omzet katanya triliunan dagelan,0,0,0,0,0,0,0,0,0,0,0,0
wakil gubernur daerah khusus ibukota jaka a selasa menghadiri sosialisasi sekaligus meluncurkan aplikasi oyes pasar koja baru jaka a utara aplikasi tersebut pedagang lingkungan pasar jaya bisa mengakses layanan pembelian antaran pekerjaan rumah,0,0,0,0,0,0,0,0,0,0,0,0
aliran dukungan pasangan tubagus tb hasanudin anton charliyan hasanah pemilihan gubernur pilihan gubernur jawa barat be ambah pundi pundi dukungan perolehan suara kali datang budayawan sunda kita hasanah hasanah,0,0,0,0,0,0,0,0,0,0,0,0
sipit sipit in lah senang hati adik,0,0,0,0,0,0,0,0,0,0,0,0
najis banget kalau tidak niat buat flash sale tidak usah buat lah barang mau dibayar tiba tiba hilang,1,1,0,1,0,0,0,0,1,0,1,0
lah tidak apa sarap menambah,0,1,0,0,0,0,0,0,0,0,0,0
khofifah merupakan menteri berprestasi kabinet kerja presiden jokowi bagus,0,0,0,0,0,0,0,0,0,0,0,0
bunga bangkai termasuk,0,1,0,0,0,0,0,0,0,0,0,0
hai jokowi ahok social media volunteer jil syiah jongos asing hati hati gerak gerik kalian awasi kembalikan media islam,0,0,0,0,0,0,0,0,0,0,0,0
peri rumah diperlakukan kasar biasanya bekerja secukupnya mematuhi perintah tuannya peri rumah tidak senang tuannya memanfaatkan celah sekecil apapun keuntungan kejam,0,0,0,0,0,0,0,0,0,0,0,0
pemimpin rakyat bukan tidak jelas,1,0,1,0,0,0,0,0,1,1,0,0
ahok and bani serbet and wereng coklat memancing umat muslim marah iklan ahok jahat kalian kumpulan orang sinting,1,1,0,1,0,0,1,0,0,0,1,0
khofifah beberkan nawa bakti satya debat malam,0,0,0,0,0,0,0,0,0,0,0,0
negara sesak penista perusak agama tentara nasional indonesia dicela baru simpatisannya,1,0,0,1,1,0,0,0,0,0,1,0
semakin semarak ganti presiden presidenbaru,1,0,1,0,0,0,0,0,1,1,0,0
jangan jangan km korban bom bunuh diri,0,0,0,0,0,0,0,0,0,0,0,0
habis ngentot some hutan bareng tentara teman kenalan baru pe sama kali some sama tentara nasional indonesia kekar begini,0,1,0,0,0,0,0,0,0,0,0,0
ada itu teman sekelas sama cakap imut cuma sombong banget tidak mau berteman sama orang tidak cakap aku terus suka mengatur orang jadi aku sekelompok sama mata pelajaran kesenian tugas akhirnya cuma disuruh menjahit hiasan dibuat sen,0,0,0,0,0,0,0,0,0,0,0,0
naik pepaya makan buaya,0,0,0,0,0,0,0,0,0,0,0,0
minyak merek kalajengking bukan racun kalajengking dungu kok dipelihara,1,1,1,0,0,0,0,0,1,1,0,0
akhirnya perusahaan listrik negara siap dijual asing,0,0,0,0,0,0,0,0,0,0,0,0
pilihan kepala daerah seharusnya memberikan dampak positif masyarakat indonesia pilihan kepala daerah seharusnya memberikan dampak positif viralkan viral,0,0,0,0,0,0,0,0,0,0,0,0
donor darah waktu indonesia bagian barat selesai gereja katolik keluarga kudus banteng jalan kaliurang km banteng ngaglik sleman uddpmikotayk,0,0,0,0,0,0,0,0,0,0,0,0
apa sih picek lucu,1,1,1,0,0,0,1,0,0,1,0,0
haha akun peler jangan culun berlindung dibalik akun fan club,1,1,1,0,0,0,0,0,1,1,0,0
sendirian ibu negara blusuk sumatra utara wa a ekonomi,0,0,0,0,0,0,0,0,0,0,0,0
kampungan adrian nptl,1,1,1,0,0,0,0,0,1,1,0,0
kamu kan modar,1,1,1,0,0,0,0,0,1,1,0,0
aku bisu terpaku mimpi tersentak denting memanggilku terbangun gelisah hatiku,0,0,0,0,0,0,0,0,0,0,0,0
mengalahkan tank ternyata fighter assassin edan rak waras,0,1,0,0,0,0,0,0,0,0,0,0
pak deh lebih elegan kalau sampean undang penulis istana mengundang busar b terima kasih,1,0,1,0,0,0,0,0,1,1,0,0
bra i kamu kemarin lupa sarapan mangkanya sarap,0,1,0,0,0,0,0,0,0,0,0,0
allah ampunilah kesalahan kebodohan keterlaluanku segala urusan ampuni segala dosa engkau lebih mengetahui aku hari muslim,0,0,0,0,0,0,0,0,0,0,0,0
pasti muak memang paling enak jokowi end habis kriminalisasi umat islam,1,0,1,0,1,0,0,0,0,1,0,0
aldo tai anjing,1,1,1,0,0,0,0,0,1,1,0,0
apa boleh julukan anies sandi gubernur wakil gubernur saracen,1,0,1,0,0,0,0,0,1,1,0,0
situ antek komunis,1,0,1,0,0,1,0,0,0,1,0,0
mau ntt maju perkataan ekonomi perempuan pemuda desa emi nomleni calon wakil gubernur ntt marhaen marianu semi ntt marianu semi semi front april salam jari partai demokrasi indonesia perjuangan,0,0,0,0,0,0,0,0,0,0,0,0
ikut bagikan sekolah anakku sekolah katolik mengajar suster teman sekelasnya muslim kristen buddha hindu konghucu chu selama adem ayem,0,0,0,0,0,0,0,0,0,0,0,0
jualan mulu asing partai komunis indonesia umat palestina,0,0,0,0,0,0,0,0,0,0,0,0
tidak otomatis harus memilih wakil gubernur gubernurnya tidak memilih wakilnya bagus khofifah emil jawa timur satu,0,0,0,0,0,0,0,0,0,0,0,0
he decul orang pe sama sangat terpukul han geng memutuskan kontraknya sama ent cina,0,0,0,0,0,0,0,0,0,0,0,0
yusril halang i pembubaran hati mau lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
cara sama buat menghidupi grup meski membernya wajib militer member asing jadi bisa terus promo,0,0,0,0,0,0,0,0,0,0,0,0
jawa timur anti hoaks pilihan kepala daerah damai deklarasi anti hoaks warga kebraon,0,0,0,0,0,0,0,0,0,0,0,0
korupsi era reformasi melakukan antek antek orde baru,0,0,0,0,0,0,0,0,0,0,0,0
kristen kalau seandainya pak ahok mau masuk islam aku setuju kalau cuma identitas kartu tanda penduduk administrasi te ulis agama islam terserah deh tapi hati batin isinya apa siapa tahu kalau pak ahok agama islam beliau bisa masuk pol,0,0,0,0,0,0,0,0,0,0,0,0
lihat penumpangnya dipenuhi tenaga kerja asing cina tidak bisa bahas indonesia inggris cc,1,0,0,1,0,1,0,0,0,0,1,0
beberapa kali menolak suatu hari buka lemari mencari benang rajut merajut tanpa henti sekarang berapa tas pouch clutch taplak jadi bahkan teman guru murid ikutan diajari,0,0,0,0,0,0,0,0,0,0,0,0
semua jadi tai era mas jokowi,1,1,1,0,0,0,0,0,1,1,0,0
bubarkan komisi pemberantasan korupsi tidak gunanya komisi pemberantasan korupsi hanya dipakai alat politik pemerintah,1,0,0,1,0,0,0,0,1,0,0,1
kalau cebong pasti senang sama omongan tidak berbobot kaya begini,1,1,0,1,0,0,0,0,1,0,1,0
haha tereak cina kamu tidak mengaca iya junjungan kamu keturunan etnis apa,1,0,1,0,0,1,0,0,0,1,0,0
kurang tepat kroasia negara katolik kristen o hodox serbia slovenia protestan bosnia islam yugoslavia memang potensial pecah dulu,0,0,0,0,0,0,0,0,0,0,0,0
waduh enggak takut kena tai burung,0,0,0,0,0,0,0,0,0,0,0,0
aku tak tahu bahasa indon but sialan kok berkata kata kamu bajingan,1,1,1,0,0,0,0,0,1,1,0,0
dik sorbejeh aku cak macetnya edan edanan persebaya sama arema dino minggu timnas kayaknya lak menukarkan tiket iya h,0,1,0,0,0,0,0,0,0,0,0,0
baru adil prabowo calon presiden ku jokowi presiden ku prof wakil presiden ku hmmmmm,0,0,0,0,0,0,0,0,0,0,0,0
eropa punya slavia brothers odox power punya malay brothers power fundamentalis kristen o odoks garis keras fundamentalis islam garis keras,0,0,0,0,0,0,0,0,0,0,0,0
om pernah dengar tidak salah nikah apa dapat warga negara asing mia audina jadi warga negara belanda kalau tidak salah,0,0,0,0,0,0,0,0,0,0,0,0
keparat anjing kamu teroris,1,1,1,0,0,0,0,0,1,1,0,0
gila dong cimahi wkwk najis,0,1,0,0,0,0,0,0,0,0,0,0
lagian kunyuk meributkan kawinan anak jokowi berapa bulan iya l,1,1,1,0,0,0,0,0,1,1,0,0
ikut menambahkan asing asing antek partai komunis indonesia yahudi kapitalis merangkap komunis,0,0,0,0,0,0,0,0,0,0,0,0
lt unduh bokep video mahasiswi pecah perawan dosen gila ngentot,0,1,0,0,0,0,0,0,0,0,0,0
jangan takut america yahudi,0,0,0,0,0,0,0,0,0,0,0,0
menjadi berengsek bentuk pengecualian rasa terus te indih selamat buat mu hari sempro semoga kaos boneknya bermanfaat,0,1,0,0,0,0,0,0,0,0,0,0
belum wa awan mewawancarai jelas tidak setuju laaah,1,1,1,0,0,0,0,0,1,1,0,0
matanajwadebatjaka a anies sadis topengmu terbuka lebar malam warga daerah khusus ibukota menilai apa katakan pengecut,1,1,1,0,0,0,0,0,1,1,0,0
siapa antek asing sebenarnya respect kinerja presiden jokowi bese a jajarannya lanjutkan pak jokowi anjing menggonggong kafilah berlalu,0,0,0,0,0,0,0,0,0,0,0,0
keren kapan umat buddha usir indonesia,1,0,0,1,1,0,0,0,0,0,1,0
cantik is in the eye of the beholder buat standar kecantikan international cacat buatku lesung pipi menambah nikmat uh,0,0,0,0,0,0,0,0,0,0,0,0
harus tempat jauh cebong kalutnya kalau dekat sini,0,1,0,0,0,0,0,0,0,0,0,0
dinda pe anyaannya apa kalau sosial belum,0,1,0,0,0,0,0,0,0,0,0,0
diwariskan anak cucu ilmu pengetahuan kelestarian alam banyak belajar cintai alam,0,0,0,0,0,0,0,0,0,0,0,0
aduh aduh gembel dilarang masuk,0,1,0,0,0,0,0,0,0,0,0,0
lt membuat kepalanya pening belum beberapa istilah psikologi membuatnya harus membuka mesin pencarian terlebih menge i a i dibalik kata kata baginya asing membuatnya senang mengerjakan tugas,0,0,0,0,0,0,0,0,0,0,0,0
lo kalau kristen pasti bakal menyimpan mp handphone,0,0,0,0,0,0,0,0,0,0,0,0
lidah buaya,0,0,0,0,0,0,0,0,0,0,0,0
tolak hoaks sukseskan pilihan kepala daerah damai kota kediri,0,0,0,0,0,0,0,0,0,0,0,0
beda tingkat intelektualitasnya meskipun be emu orang sama ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
persebaran ekonomi kemakmuran harus jamin diterapkan adil merata madura dapat dijadikan pusat ekonomi syariat jawa timur semua saudara semua makmur gus ipul mbak puti semua bersaudara semua makmur jawa timur bersaudara satria muda,0,0,0,0,0,0,0,0,0,0,0,0
siapa curi samping lelaki sekolah agama,0,0,0,0,0,0,0,0,0,0,0,0
kasiter bese a musyawarah pimpinan daerah tinjau sasaran fisik tentara nasional indonesia manunggal membangun desa komando distrik militer nyawa tentara nasional indonesia manunggal membangun desa berupa pembangunan unit rumah tipe pembuatan unit pendidikan anak usia dini kamp cina tua dibangun unit rumah kampung ketuapi unit rumah kampung serui laut pasir puti,0,0,0,0,0,0,0,0,0,0,0,0
kristen nusantara gerejanya malah gereja kristen jawa gereja kristen jawa,0,0,0,0,0,0,0,0,0,0,0,0
aku akun baru masa sisa checkout minggu habis anjir bagaimana dong mau belanja,0,1,0,0,0,0,0,0,0,0,0,0
goblok alumni sampah,1,1,0,1,0,0,0,0,1,0,1,0
aku ronaldo pardede siswa katolik santo petrus kelas a b c,0,0,0,0,0,0,0,0,0,0,0,0
mengambang tai jir,0,1,0,0,0,0,0,0,0,0,0,0
memek basah mas,0,1,0,0,0,0,0,0,0,0,0,0
buddha membunuhi islam myanmar,1,0,0,1,1,0,0,0,0,0,1,0
lebih rumah masjid rohingya dibakar teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
imajinasi sama jebi modar ketabrak meteor,0,0,0,0,0,0,0,0,0,0,0,0
aktivis pencegahan hiv aids menduga pekerja seks komersial elmo pindah jayawijaya,0,0,0,0,0,0,0,0,0,0,0,0
bodoh sial anak anjinggg maju kamu sini setan sweater mansoura,1,1,1,0,0,0,0,0,1,1,0,0
duh istilah kata pepatah tiada kenal mk tiada sayang pucuk dicinta ulam tiba berjodoh sebagaimana,0,0,0,0,0,0,0,0,0,0,0,0
tanya juragan silit,0,1,0,0,0,0,0,0,0,0,0,0
bhayangkara pembina keamanan dan ketertiban masyarakat kepolisian sektor campaka sambang warga sosialisasi anti hoaks menjelang pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
su pin siswi sekolah dasar katolik karya yosef kelas b istrinya ronaldo pardede sah,0,0,0,0,0,0,0,0,0,0,0,0
alumni tidak demo bawang asing impo wkwk,0,0,0,0,0,0,0,0,0,0,0,0
mau bertanya admin bahas soal ekonomi hutang negara defisit bocor dan lain lain dan sebagainya dulu pas pelajaran ekonomi belajar bedanya uang as uang koin uang kakak al uang giral kan kan,0,0,0,0,0,0,0,0,0,0,0,0
gus ipul mbak puti berkomitmen meningkatkan perhatian kaum ibu anak gusipulputi,0,0,0,0,0,0,0,0,0,0,0,0
tidak berhasil menyodorkan prestasi tokohnya tidak prestasi pak ainya muncul aksi menjelek menjelekkan lawan kasihan manis bego diperalat syahwat kekuasaan,1,1,0,1,0,0,0,0,1,0,1,0
hijrahlah terlambat yakin semua menjadi cebong,1,1,0,1,0,0,0,0,1,0,1,0
kaku berlagak gilakan membuat corak cuba mengorak terus bergerak ramai,0,0,0,0,0,0,0,0,0,0,0,0
ya sudah sana gih ke kebun binatang ke kandang buaya,0,0,0,0,0,0,0,0,0,0,0,0
semakin aneh rezim rakyat pintar mas bro terima kasih media sosial,0,0,0,0,0,0,0,0,0,0,0,0
berniaga katering makanan bila dapat tempahan kursus tanya tak hadir beragama hindu vegeterian memang beberapa kali sediakan menu walaupun hanya orang janganlah tunggu orang hormat buat,0,0,0,0,0,0,0,0,0,0,0,0
harusnya dewan perwakilan rakyat bubarkan tidak fungsinya menghabiskan anggaran ladang korupsi uang mahar lah,1,0,0,1,0,0,0,0,1,0,0,1
kalau mundur kemungkinan besar tak maulah merasa benar kalau dipecat menguntungkan pak gatot betul tidak lus,1,0,1,0,0,0,0,0,1,1,0,0
diminta teduhkan tensi pilihan kepala daerah ulama malah menyatakan dukung jokowi mencalonkan diri presiden rakyatmaujokowi,0,0,0,0,0,0,0,0,0,0,0,0
lah mau pakai syariat islam tidak akhirnya bergantung manusia pelakunya negara ateis korupsi malah minim plus bisa hidup damai sejahtera,0,0,0,0,0,0,0,0,0,0,0,0
ngewe ayo,0,1,0,0,0,0,0,0,0,0,0,0
kamu bong tidak dengar jeritan petani tidak dengar jeritan petani garam apa jangan kamu bolot akut pemerataan apa kamu maksud bong mohon sangat segeralah bersihkan kerak otak lumpur kamu mengira,1,1,1,0,0,0,1,0,0,1,0,0
a is pilihan kepala daerah jawa timur a is ibu kota asal jawa timur kumpul musim pilihan kepala daerah siap a is dangdut ikut mendulang suara siap f off airmu tambah fildan,0,0,0,0,0,0,0,0,0,0,0,0
kitab kalian merasa hina laporkan polisi kok jadi munafik hubungannya mewaspadai cebong kafir mengakui mengakui islam,1,1,0,1,1,0,0,0,0,0,1,0
be uhandijalanan buku sulung pengembara tegar khairul jamain pengembaraan aktivis falsafah alam politik ekonomi budaya cinta be uhandijalanan menemui kalian booth dewan tun razak pbakl apr mei,0,0,0,0,0,0,0,0,0,0,0,0
tak terbantahkan dialah goblok,1,1,0,1,0,0,0,0,1,0,1,0
negeri ingin selamat cuma syarat lengserkan jokowi jaga negara kesatuan republik indonesia selamatkan negeri,1,0,1,0,0,0,0,0,1,0,0,1
mentang berkuasa semua mau diambil bahkan kewenangan yudisial,1,1,1,0,0,0,1,0,0,1,0,0
lesbi celaka,0,0,0,0,0,0,0,0,0,0,0,0
kamu kalau mau jadi jablay pro belajar dulu enggak jangan langsung pap tete pap tete dong,1,1,1,0,0,0,0,0,1,1,0,0
mau tanya lakukan ahok sukmawati joshua ge pamungkas ramai mengandung unsur penistaan agama penistaan agama bukan,1,0,1,0,1,0,0,0,0,1,0,0
kasihan warga daerah khusus ibukota cuma php belum dilantik anies kini batalkan janji kampanyenya soal,1,0,1,0,0,0,0,0,1,1,0,0
usir buddha indonesia diam melihat pembantaian,1,0,0,1,1,0,0,0,0,0,0,1
bagaimana keluarga presiden indonesia jawaban semua keluarganya punya prioritas kisahnya masing masing,0,0,0,0,0,0,0,0,0,0,0,0
kali mencalonkan presiden kali gagal apa tidak tolol namanya,1,1,1,0,0,0,0,0,1,1,0,0
sebutan kampret terlalu kejam a i simbolisnya benderang tidur siang kepala terbalik bawah malah melek cari mangsa gelap malam,0,0,0,0,0,0,0,0,0,0,0,0
mungkin mbak mbak mas mas perlu kebelakang mengulas sejarah pancasila negara dulu terbentuk pancasila tapi partai komunis indonesia bera i partai komunis indonesia berketuhanan dong,0,0,0,0,0,0,0,0,0,0,0,0
tonton partai kebangkitan bangsa pak ai kebelet banget lawan ppp pak ai pepet presiden siapa jadi pemenangnya,1,0,0,1,0,0,0,0,1,0,1,0
masyaallah indahnya melihat kedua tokoh tersebut allahu akbar,0,0,0,0,0,0,0,0,0,0,0,0
situs sangiran jawa tengah luas km persegi ditetapkan unesco daftar warisan budaya dunia tahun,0,0,0,0,0,0,0,0,0,0,0,0
kabur pemain kamu dongok tribun kosong dipanjat haha ah payah kontol an haha,1,1,0,1,0,0,0,1,0,0,1,0
ayah aku oku tangan kiri cacat alhamdulillah semua kerja boleh handle aku bersyukur dapat ayah istimewa,0,0,0,0,0,0,0,0,0,0,0,0
tergolong asing baginya meminta tolong sesepuh pasar menggambarkan sebuah peta sederhana panduan baginya menelusuri lingkungan tanpa perlu takut tersesat mengingat,0,0,0,0,0,0,0,0,0,0,0,0
kang aher berhasil kartu perlindungan sosial bandara internasional jawa barat meningkatkan ekonomi rakyat jabar pembangunan generasi milenial nyata,0,0,0,0,0,0,0,0,0,0,0,0
abg generasi micin hafal kalau gesekan kontol di memek nikmat,0,1,0,0,0,0,0,0,0,0,0,0
sitip sitip,0,0,0,0,0,0,0,0,0,0,0,0
tidak meminta sekalian lengserkan jokowi sekalian kelihatan gobloknya,1,1,1,0,0,0,0,0,1,0,0,1
mahasiswa kocak cuma modus rakyat indonesia juta bukan orang sontoloyo,1,1,0,1,0,0,0,0,1,0,1,0
titit titit berhamburan keluar,0,1,0,0,0,0,0,0,0,0,0,0
hyunjin mau kejar an film hollywood lempar bom,0,0,0,0,0,0,0,0,0,0,0,0
lah kalau lesbi mana menganggap dirinya salah apa salahnya cinta kan aku normal tapi tidak pernah tanggap lesbi gay bisexual kesalahan ingin hidup berdampingan sama orang dipandang sebelah sama,0,0,0,0,0,0,0,0,0,0,0,0
bagaimana junjungan kamu jam gebuk jam jangan sweeping partai komunis indonesia,1,0,1,0,0,0,0,0,1,1,0,0
pak muslim menteri agama wajib jujur jelaskan isi alquran sebenarnya,0,0,0,0,0,0,0,0,0,0,0,0
kang sudrajat pak syaikhona didukung ulama jawa barat insyaallah jadi gubernur jabar sudrajat syaikhu no jabarasyik pilihan prabowo untuk jawa barat,0,0,0,0,0,0,0,0,0,0,0,0
eh kamu partai komunis indonesia miband haha tinggal zaman jam besi mira,0,0,0,0,0,0,0,0,0,0,0,0
edan jauh pbg purwokerto hanya ngeles,0,1,0,0,0,0,0,0,0,0,0,0
kasihan cewek tidak pernah menonton bokep jadi melihat atlet buka baju langsung sange,0,1,0,0,0,0,0,0,0,0,0,0
ngentot apa enaknya crot luar,0,1,0,0,0,0,0,0,0,0,0,0
anggota dewan perwakilan rakyat dipotong,0,0,0,0,0,0,0,0,0,0,0,0
iya negara sangat tak pantas dipimpin seorang tak paham mengelola negara benar lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
chadli cacat mala dembele diganti sama cacat,1,1,1,0,0,0,0,0,1,1,0,0
komisi pemberantasan korupsi periksa gubernur calon wakil gubernur sumatra utara ijeck sah,0,0,0,0,0,0,0,0,0,0,0,0
ruhut jangan prabowo pernah strok zon jangan ruhut gila indonesia lawyers club prabowo menyerang,0,1,0,0,0,0,0,0,0,0,0,0
wooyyy anjing ibumu pelacur pantas saja kelakuan kamu bejat dasar anak haram wkwk,1,1,0,1,0,0,0,1,0,0,1,0
bahan baru buat dibahas buat tahun ke depan bukan showtime doang bukan acara makhluk kampret dihebohkan fan dua belas sinting,1,1,0,1,0,0,0,0,1,0,1,0
buku lawas peranan agama moral pembangunan masyarakat ekonomi indonesia syafruddin prawinegara tahun harga minat,0,0,0,0,0,0,0,0,0,0,0,0
njinggg bencong banyak gaya pakai blok wa,1,1,1,0,0,0,0,1,0,1,0,0
ceramah kalangan internal yakin pemuka agama mengkhutbahkan sama sama istilah kafir non muslim agama islam domba tersesat agama kristen kalau dogma agama bisa,0,0,0,0,0,0,0,0,0,0,0,0
kata cewek semua lelaki berengsek nah guys kalau kamu berengsek berbanggalah bra i kamu laki,0,1,0,0,0,0,0,0,0,0,0,0
provinsi gorontalo visi misi gubernur menjadikan sektor perikanan kelautan salah satu program prioritas peningkatan ekonomi kerakyatan pembangunan sektor perikanan kelautan diharapkan,0,0,0,0,0,0,0,0,0,0,0,0
tiap pulang mama selalu bertanya mana pacarnya suruh main kesini sama anakmu tergila gila sama orang kuriahh,0,0,0,0,0,0,0,0,0,0,0,0
adakan makanya kan mau nyanyi district sama jablay,0,1,0,0,0,0,0,0,0,0,0,0
ampun adem banget saudari fungsionaris,0,0,0,0,0,0,0,0,0,0,0,0
headline transaksi tunai dibatasi maksimal rupiah juta ekonomi terganggu,0,0,0,0,0,0,0,0,0,0,0,0
freepo tidak bisa diganggu gugat tanya rezim orde baru perjanjian abadi,0,0,0,0,0,0,0,0,0,0,0,0
x dimaksud rg bukan al alquran iya yakin memang al alquran bukan kitab suci x yakinlah tidak maksud iya ahok tidak bermaksud menista agama lo x oi tidak bisa lah bohong dasar kafir,1,1,1,0,1,0,0,0,0,1,0,0
gubernur indonesia,0,0,0,0,0,0,0,0,0,0,0,0
besok kalau prabowo mencalonkan presiden kalau teriak teriak negara kesatuan republik indonesia harga mati jangan dipercaya,1,0,1,0,0,0,0,0,1,1,0,0
ogah presiden kacung siapapun orangnya penting presiden kacung,1,1,1,0,0,0,0,0,1,1,0,0
kalau begini bagaimana rakyat tidak curiga rezim sekarang anti islam pak,1,0,1,0,1,0,0,0,0,1,0,0
katanya rakyat hidup susah rezim jokowi kok bisa rusia,0,0,0,0,0,0,0,0,0,0,0,0
berak kamu,1,1,1,0,0,0,0,0,1,1,0,0
lihat setan jangan lah takut siapa setan sedang mencari saudaranya mungkin goblok ketik,0,1,0,0,0,0,0,0,0,0,0,0
pasti memakai rohingya serang,1,0,1,0,0,0,0,0,1,1,0,0
iya memang kadang umur sebegitu merokok orang tuanya b terus kalau berbicara berbicara biasa kan sering berbicara anjing kontol di sini kalau marah,0,1,0,0,0,0,0,0,0,0,0,0
haha mampus bergalau ria,1,1,1,0,0,0,0,0,1,1,0,0
apa berani isu saracen digoreng serang lawan lawan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
kampungan pendukung agus harimurti yudhoyono co gmezpoylsy,1,1,0,1,0,0,0,0,1,0,1,0
model seksi sini ngentot direct message sama pret detail fr bule,0,1,0,0,0,0,0,0,0,0,0,0
persetan bocah kontol sok kerad kecewa sekolah ganti nama sok pemes kamu tong apa coba kamu kerjaannya cuma pacaran tidur sama jajan sok sok an harga diri,1,1,1,0,0,0,0,1,0,1,0,0
layak bubarkan buat referendum rakyat bubarkan dewan perwakilan rakyat,1,0,0,1,0,0,0,0,1,0,0,1
setan perusak diet,0,1,0,0,0,0,0,0,0,0,0,0
kalau tidak laporkan sekalian bra i fix kalau satu gerbong,0,0,0,0,0,0,0,0,0,0,0,0
enggak usah diingatkan dong kampret kamu,0,1,0,0,0,0,0,0,0,0,0,0
